url,follower,username
https://www.instagram.com/kdnkbrand/,"19.8k Followers,",kdnkbrand
https://www.instagram.com/dfswest/,"1,606 Followers,",dfswest
https://www.instagram.com/lululemon/,"3.4m Followers,",lululemon
https://www.instagram.com/individualmedleystore/,"56.7k Followers,",individualmedleystore
https://www.instagram.com/thewebster/,"178.7k Followers,",thewebster
https://www.instagram.com/sorellaboutique/,"897.9k Followers,",sorellaboutique
https://www.instagram.com/splendidla/,"112.6k Followers,",splendidla
https://www.instagram.com/amoebahollywood/,"201.2k Followers,",amoebahollywood
https://www.instagram.com/tpartyfashion/,"707 Followers,",tpartyfashion
https://www.instagram.com/urbanxapparel_/,"421 Followers,",urbanxapparel_
https://www.instagram.com/shoptresbienclothing/,"2,149 Followers,",shoptresbienclothing
https://www.instagram.com/shiekh/,"349.8k Followers,",shiekh
https://www.instagram.com/selectfashion/,"66.8k Followers,",selectfashion
https://www.instagram.com/poemaclothing/,"1,231 Followers,",poemaclothing
https://www.instagram.com/lebelgroup/,"1,344 Followers,",lebelgroup
https://www.instagram.com/blamoclothing/,"13.2k Followers,",blamoclothing
https://www.instagram.com/baseball_tees/,"2,357 Followers,",baseball_tees
https://www.instagram.com/argylehaus/,"1,238 Followers,",argylehaus
https://www.instagram.com/anarchy.la/,"130 Followers,",anarchy.la
https://www.instagram.com/americancancersociety/,"137.3k Followers,",americancancersociety
https://www.instagram.com/damafashiondistrict/,"14.6k Followers,",damafashiondistrict
https://www.instagram.com/mujiuk/,"38.3k Followers,",mujiuk
https://www.instagram.com/winehousela/,"3,786 Followers,",winehousela
https://www.instagram.com/sherwinwilliams/,"283.9k Followers,",sherwinwilliams
https://www.instagram.com/theshadestore/,"70.8k Followers,",theshadestore
https://www.instagram.com/cesttoiusa/,"1,444 Followers,",cesttoiusa
https://www.instagram.com/blickartmaterials/,"204.7k Followers,",blickartmaterials
https://www.instagram.com/guitarcenter/,"1.4m Followers,",guitarcenter
https://www.instagram.com/teg_intl/,"4,138 Followers,",teg_intl
https://www.instagram.com/pacsun/,"2.5m Followers,",pacsun
https://www.instagram.com/moodfabrics/,"296k Followers,",moodfabrics
https://www.instagram.com/offpriceshow/,"2,123 Followers,",offpriceshow
https://www.instagram.com/oraindustries1/,"4,377 Followers,",oraindustries1
https://www.instagram.com/insheepsclothinghifi/,"9,397 Followers,",insheepsclothinghifi
https://www.instagram.com/thelibrarystore/,"3,901 Followers,",thelibrarystore
https://www.instagram.com/lacountystore/,"19.2k Followers,",lacountystore
https://www.instagram.com/milkboutique/,"10.8k Followers,",milkboutique
https://www.instagram.com/giantrobotstore/,"18.9k Followers,",giantrobotstore
https://www.instagram.com/shopplanetblue/,"443.8k Followers,",shopplanetblue
https://www.instagram.com/flightclub/,"2.7m Followers,",flightclub
https://www.instagram.com/switchboutique/,"50.1k Followers,",switchboutique
https://www.instagram.com/johnnywas/,"100.6k Followers,",johnnywas
https://www.instagram.com/99centsonly/,"153.9k Followers,",99centsonly
https://www.instagram.com/2ndstreetusa/,"9,826 Followers,",2ndstreetusa
https://www.instagram.com/shop_nonna/,"10.1k Followers,",shop_nonna
https://www.instagram.com/eileenfisherny/,"100k Followers,",eileenfisherny
https://www.instagram.com/salvationarmyus/,"52.7k Followers,",salvationarmyus
https://www.instagram.com/uscbookstore/,"8,657 Followers,",uscbookstore
https://www.instagram.com/lostandfoundshop_la/,"8,657 Followers,",lostandfoundshop_la
https://www.instagram.com/undefeated_uactp/,"5,810 Followers,",undefeated_uactp
https://www.instagram.com/danielpatrick_/,"163.4k Followers,",danielpatrick_
https://www.instagram.com/finishline/,"965k Followers,",finishline
https://www.instagram.com/express/,"1m Followers,",express
https://www.instagram.com/kigurumishop/,"11.4k Followers,",kigurumishop
https://www.instagram.com/baronhats/,"2,806 Followers,",baronhats
https://www.instagram.com/buffaloexchange/,"101.8k Followers,",buffaloexchange
https://www.instagram.com/bonobos/,"145k Followers,",bonobos
https://www.instagram.com/svdpla/,"8,044 Followers,",svdpla
https://www.instagram.com/goodwillsocal/,"20.1k Followers,",goodwillsocal
https://www.instagram.com/uniqlousa/,"349.8k Followers,",uniqlousa
https://www.instagram.com/caprobothq/,"337 Followers,",caprobothq
https://www.instagram.com/kutula/,"11.8k Followers,",kutula
https://www.instagram.com/shopwss/,"82.1k Followers,",shopwss
https://www.instagram.com/vivienneatelier/,"94.3k Followers,",vivienneatelier
https://www.instagram.com/reformation/,"1.6m Followers,",reformation
https://www.instagram.com/rsvpgallery/,"361.5k Followers,",rsvpgallery
https://www.instagram.com/perfumes.la/,"209 Followers,",perfumes.la
https://www.instagram.com/dress_a_med/,"1,003 Followers,",dress_a_med
https://www.instagram.com/lacausaclothing/,"57.7k Followers,",lacausaclothing
https://www.instagram.com/shopnicekicks/,"117.9k Followers,",shopnicekicks
https://www.instagram.com/altruapparel/,"10.3k Followers,",altruapparel
https://www.instagram.com/bleuclothing/,"6,216 Followers,",bleuclothing
https://www.instagram.com/fashionfantasia.official/,"36 Followers,",fashionfantasia.official
https://www.instagram.com/stuzoclothing/,"45.2k Followers,",stuzoclothing
https://www.instagram.com/unionlosangeles/,"276.3k Followers,",unionlosangeles
https://www.instagram.com/zara/,"41.3m Followers,",zara
https://www.instagram.com/finaltouchapparel/,"2,107 Followers,",finaltouchapparel
https://www.instagram.com/xl3vintageclothing/,"292 Followers,",xl3vintageclothing
https://www.instagram.com/shopyolk/,"6,040 Followers,",shopyolk
https://www.instagram.com/viamimifashion/,"1,748 Followers,",viamimifashion
https://www.instagram.com/shoptiques/,"35.5k Followers,",shoptiques
https://www.instagram.com/m2bymorvati/,"848 Followers,",m2bymorvati
https://www.instagram.com/bodega/,"574.3k Followers,",bodega
https://www.instagram.com/lushclothing/,"71.3k Followers,",lushclothing
https://www.instagram.com/galeriela/,"17.8k Followers,",galeriela
https://www.instagram.com/monobclothing/,"8,486 Followers,",monobclothing
https://www.instagram.com/draclothing/,"17.7k Followers,",draclothing
https://www.instagram.com/monkeypantsla/,"1,636 Followers,",monkeypantsla
https://www.instagram.com/fallasstores/,"3,567 Followers,",fallasstores
https://www.instagram.com/laapparelstore/,"6,694 Followers,",laapparelstore
https://www.instagram.com/pocketsquareclothing/,"23.9k Followers,",pocketsquareclothing
https://www.instagram.com/ficklewish/,"16.4k Followers,",ficklewish
https://www.instagram.com/japangeles/,"21.5k Followers,",japangeles
https://www.instagram.com/shophobnob/,"32.8k Followers,",shophobnob
https://www.instagram.com/apolis/,"107.5k Followers,",apolis
https://www.instagram.com/bowls/,"7,859 Followers,",bowls
https://www.instagram.com/macys/,"1.9m Followers,",macys
https://www.instagram.com/dunnedwards/,"19.5k Followers,",dunnedwards
https://www.instagram.com/rei/,"2.3m Followers,",rei
https://www.instagram.com/mybobs/,"43.9k Followers,",mybobs
https://www.instagram.com/bananarepublic/,"1.5m Followers,",bananarepublic
https://www.instagram.com/oldnavy/,"2.4m Followers,",oldnavy
https://www.instagram.com/bbqgaloreusa/,"2,876 Followers,",bbqgaloreusa
https://www.instagram.com/bellaberryusa/,"419 Followers,",bellaberryusa
https://www.instagram.com/newchefinc/,"2,475 Followers,",newchefinc
https://www.instagram.com/calibercollision/,"3,257 Followers,",calibercollision
https://www.instagram.com/leftyproductionco/,"6,586 Followers,",leftyproductionco
https://www.instagram.com/indie_source/,"16.3k Followers,",indie_source
https://www.instagram.com/thecontainerstore/,"1m Followers,",thecontainerstore
https://www.instagram.com/elwoodclothing/,"95.6k Followers,",elwoodclothing
https://www.instagram.com/artlewinbespokesuits/,"50.6k Followers,",artlewinbespokesuits
https://www.instagram.com/apparelnews/,"4,298 Followers,",apparelnews
https://www.instagram.com/bommestudio/,"12.6k Followers,",bommestudio
https://www.instagram.com/tutufashion/,"109 Followers,",tutufashion
https://www.instagram.com/smcfashioninc/,"1,479 Followers,",smcfashioninc
https://www.instagram.com/jbclothiers/,"9,702 Followers,",jbclothiers
https://www.instagram.com/theory__/,"363.7k Followers,",theory__
https://www.instagram.com/gap/,"3m Followers,",gap
